,,green ,red ,to yawn ,leg/foot ,head ,new ,thick ,warm ,you ,he/she ,they ,fat/grease ,rain ,to walk ,that ,to say ,house ,to breathe ,"to live, be alive ",stone ,"painful, sick ",when? ,Five ,lightening ,dog ,above ,to plant ,thin ,to shoot ,sea ,branch ,to choose ,tail ,big ,to fear ,to fall ,husband ,man/male ,heavy ,to think ,to swim ,woman/female ,mosquito ,to buy ,"to sniff, smell ",to scratch ,to hide ,wind ,to count ,shoulder ,to bite ,thunder ,to chew ,to hunt ,skin ,dry ,yellow ,to hear ,dirty ,liver ,fog ,"to cut, hack ",sharp ,to eat ,grass ,rotten ,mouth ,neck ,cloud ,spider ,to come ,black ,hair ,smoke ,Nine ,Fifty ,child ,this ,to kill ,fish ,to split ,"to stab, pierce ",cold ,salt ,below ,tongue ,"to die, be dead ",to squeeze ,louse ,"to know, be knowledgeable ",white ,to suck ,sand ,to sit ,back ,narrow ,One Thousand ,to grow ,sky ,"to pound, beat ",to stand ,egg ,blood ,small ,near ,father ,moon ,earth/soil ,wife ,hand,at ,and ,how? ,Ten ,far ,where? ,year ,what? ,who? ,to fly ,bird ,"no, not ","in, inside ",long ,to flow ,to cry ,to hit ,to throw ,Seven ,name ,rope ,thou ,at ,meat/flesh ,Twenty ,"dull, blunt ",to sew ,to steal ,wet ,root ,rat ,to sleep ,to lie down ,to climb ,to drink ,leaf ,tooth ,ash ,to spit ,to vomit ,"shy, ashamed ",to work ,flower ,nose ,feather ,wing ,mother ,woods/forest ,belly ,intestines ,needle ,fire ,left ,person/human being ,One ,One Hundred ,"to open, uncover ",day ,wide ,to blow ,thatch/roof ,to swell ,Two ,old ,snake ,stick/wood ,other ,dust ,star ,bone ,to dig ,"correct, true ",to turn ,fruit ,right ,short ,water ,lake ,road/path ,Three ,ear ,worm (earthworm) ,to see ,all ,"to tie up, fasten ",Six ,breast ,eye ,if ,to hold ,to burn ,Eight ,to dream ,good ,Four ,night ,to cook ,I ,we ,to laugh ,"bad, evil "
Western Japanese,Kagawa,aoi,akai,akubi,aʃi,atana,ataraʃiː,?,nukui,aɴta,anoçito,?,abura,ame,aruku,are,juː,ie,iki-,ikiru,iʃi,?,itsu,itsutsu,inabikari,inu,ue,ueru,usui,utsu,umi,eda,?,oː,oːkiː,?,otʃiru,ʃudʒiɴ,otoko,omoi,omou,ojogu,onago,ka,kau,niou,kaku,kakusu,kadze,jomu,kata,?,kaminarisaɴ,kamu,?,kawa,kawaku,kiː,kiku,kitanai,?,kiri,kiru,?,kuː,kusa,kusaru,kutʃi,kubi,kumo,kumo,kuru,kuroi,ke,kemuri,kokonotsu,?,kodomo,kore,korosu,sakana,?,sasu,sabui,ʃio,ʃita,ʃita,ʃinu,?,ʃirami,ʃiru,ʃiroi,suː,suna,suwaru,senaka,semai,?,sodateru,sora,tataku,tateru,tamago,tʃiː,koɴmai,tʃikai,tʃitʃi,otsukisaɴ,tsuʃi,kanai,teː,de,?,doː,tʃiː,toːi,doko,toʃi,dono,doitsu,tobu,tori,nai,naka,nagai,?,naku,tataku,hoːru,nanatsu,namae,nawa,?,ni,niku,?,nibui,nuː,nusumu,nureru,ne,nedzumi,neru,neru,noboru,nomu,ha,haː,hai,haku,haku,hadʒikaʃi,hataraku,hana,hana,hane,hane,haha,hajaʃi,hara,harawata,hari,çiː,çidari,çito,çitotsu,?,akeru,çiru,çiroi,Fuku,Fuku,hareru,Futatsu,Furui,hebi,boː,hokano,hokori,ohoQsaɴ,hone,horu,hoɴma,magaru,mi,migi,midʒikai,midzu,?,mitʃi,miQtsu,mimi,mimidzu,miru,miɴna,juwaeru,muQtsu,mune,meː,?,sageru,jaku,jaQtsu,jumemiru,eː,joQtsu,joru,rjoːri,otaʃi,otaʃira,warau,warui
Western Japanese,Ehime,aoi,akai,akubi,aʃi,atama,ataraʃiː,?,nukui,?,anoʃito,anoʃitora,abura,ame,aruku,are,juː,ie,iki-,ikiru,iʃi,itamu,itsu,itsutsu,inabikari,inu,ue,ueru,usui,utsu,umi,eda,?,obatʃi,oːkiː,?,otʃiru,ʃudʒiɴ,otoko,omotai,omou,ojogu,oɴna,ka,kau,kadzamu,kaku,kakusu,kadze,kadzueru,kata,kamitsuku,kaminarisama,kamu,rjoː,kawa,kawaku,kiːro,kiku,kitanai,?,kiri,tsumu,?,kuː,kusa,kusaru,kutʃi,kubi,kumo,kumo,kuru,kuroi,ke,kemuri,kokonotsu,?,kodomo,kore,korosu,sakana,sakeru,sasu,çijai,ʃio,ʃita,bero,ʃinuru,?,ʃirami,ʃiru,ʃiroi,suː,suna,suwaru,seɴgo,semai,?,sodateru,teɴ,tataku,tatsu,tamago,tʃi,komai,tʃikai,tʃitʃi,tsuki,tsuʃi,kanai,teː,de,?,doː,tʃiː,towai,doko,toʃi,dono,donoʃito,tobu,tori,nai,naka,nagai,?,naku,ʃibaku,nageru,nanatsu,namae,tsuna,?,ni,niku,?,nibui,nuː,nusumu,nureru,ne,nedzumi,neru,neru,noboru,nomu,ha,haː,hai,haku,haku,hadzukaʃiː,hataraku,hana,hana,hane,hane,haha,hajaʃi,hara,harawata,hari,çiː,çidari,çito,çitotsu,?,akeru,çiru,çiroi,Fuku,Fuku,hareru,Futaːtsu,Furui,hebi,boː,hoka,hokori,hoʃi,hone,horu,hoɴto,magaru,mi,migi,midʒikai,midzu,?,mitʃi,miQtsu,mimi,mimidzu,miru,miɴna,musubu,muQtsu,mune,meː,?,motsu,jaku,jaQtsu,jumeomiru,eː,joQtsu,joru,rjoːri,wataʃi,wataʃira,warau,warui
Western Japanese,Kochi,aoi,akai,akubi,aʃi,atama,sara,?,nukui,omasaɴ,anoçito,?,abura,ame,aruku,are,juː,ie,iki-,ikiru,iʃi,itamu,ituitsu,itutu,inabikari,inu,ue,ueru,usui,utu,umi,eNda,?,obaQta,Futoi,?,otʃiru,ʃudʒiɴ,otoko,omotai,omou,ojoNgu,oɴna,ka,kau,kamu,kaku,kakusu,kadze,kadzueru,kata,?,kaminari,kamu,rjoː,kaː,kaːku,kiː,kiku,Ndakidʒa,?,kiri,tumu,?,kuː,kusa,kusaru,kutʃi,kubi,kumo,kumo,kuru,kuroi,ke,kemuri,kokonotu,?,koNdomo,kore,korosu,io,ʃakeru,sasu,çijai,ʃio,ʃita,ʃita,ʃinuru,?,ʃirami,ʃiru,ʃiroi,suː,suna,idzaru,senaka,semai,?,soNdateru,sora,tataku,tateru,tamaNgo,tʃi,koɴmai,tʃikai,tʃitʃi,tuki,tutʃi,kanai,te,Nde,?,ɴdoː,toː,toːi,Ndoko,toʃi,Ndono,Ndonoçito,tobu,tori,nai,naka,naNgai,?,naku,tataku,hoːru,naɴtu,namae,naː,?,ni,niku,?,nibui,nuː,toru,nureru,neː,nedzumi,nemuru,neru,noboru,nomu,ha,ha,hai,haku,haku,haNdukaʃiː,hataraku,hana,hana,hane,hane,haha,hajaʃi,hara,harawata,hari,çiː,çiNdari,çito,çitotu,?,çiraku,çiru,çiroi,Fuku,Fuku,?,Futaːtu,Furui,hebi,boː,hokano,hokori,hoʃi,hone,horu,makoto,maNgaru,mi,miNgi,midzoi,miNdu,?,mitʃi,miQtu,mimi,mimidzu,miru,miɴnaː,ʃimeru,muQtu,mune,meː,?,saɴgeru,jaku,jaQtsu,jumeomiru,ei,joQtsu,joru,rjoːri,wataʃi,wataʃiraː,warau,beNgodʒa
Kyushu,Fukuoka,aoka,akaka,akubi,aʃi,dzuku,ataraʃika,?,nuQka,anata,are,?,abura,ame,ajumu,are,juː,ie,iki-,ikiru,iʃi,itamu,itsu,itsuːtsu,inabikari,iɴ,ue,ujuru,usuka,utsu,umi,eda,?,ʃiQpo,oːQka,?,otsuru,otoːsaɴ,otoko,omotaka,omou,ojogu,onago,ka,kau,niou,kaku,kakusu,kaje,kaɴneru,kata,?,kaminari,kamu,kari,kawa,çiagaru,kina,kiku,urameʃika,?,kiri,kiru,?,kuː,kusa,nemaru,kutʃi,kubi,kumo,kobu,kuru,kuroka,ke,kemuri,kokonotsu,?,kodomo,kore,korosu,io,sakuru,sasu,samuka,ʃiwo,ʃita,ʃita,ʃinu,?,ʃirami,ʃiru,ʃiroka,suː,suna,idoru,ʃenaka,ʃemaka,?,sodatsuru,sora,tataku,tatsu,tamago,tʃi,komaka,tʃikaka,toQtsaɴ,tsuki,doro,kakaː,te,de,?,dogeɴ,towo,toːka,doko,toʃi,dono,dai,tobu,tori,naka,naka,naɴka,?,naku,tataku,naguru,nanaːtsu,namae,nawa,?,geː,niku,?,waruka,nuː,toru,nururu,ne,nedzumi,nemuru,neru,noboru,nomu,ha,ha,hai,haku,haku,okaʃika,hataraku,hana,hana,hane,hane,kaːsaɴ,jama,hara,dzoːbata,hari,çi,çidari,çito,çitotsu,?,çiraku,çiru,çiroka,Fuku,Fuku,hareru,Futatsu,Furuka,kutʃinawa,boː,hokaɴto,hokori,hoʃi,hone,horu,hoɴnakoto,magaru,mi,migi,midʒikaka,midzu,?,mitʃi,miːtsu,mimi,mimidzu,miru,soːjo,kibiru,moːtsu,mune,me,?,motsu,jaku,jaːtsu,jumebamiru,joka,joQtsu,josari,rjoːri,ataʃi,ataʃidatʃi,Qwarau,waruka
Kyushu,Saga,aoka,aQka,akubi,aʃi,atama,ataraʃika,?,nuQka,aɴta,ai,aitatʃi,abura,ameame,ajubu,ai,juː,ie,iki-,ikiː,iʃi,?,itsu,itsutsu,inabkai,iɴ,ueɴhoː,ujuQ,usuka,utsu,umi,eda,?,o,Futoka,?,otʃiː,utʃinoojadʒisaɴ,otoko,oFutaka,omoː,ojogu,onago,ka,kau,kadzumu,kaku,nawasu,kaje,kadzojuru,kata,?,narakami,kamu,dʒuː,kawa,kawaku,kiɴnaka,kiku,josowaʃika,?,moja,kiː,?,kuː,kusa,kusaː,kutʃi,kubi,kumo,kobu,kuː,kuroka,ke,kebui,kokonotsu,?,godoɴ,koi,korosu,ioː,?,sasu,çijka,ʃio,ʃitaɴhoː,ʃita,ʃiɴ,?,ʃirami,ʃiQ,ʃiroka,suː,dzuna,suwaː,ʃena,ʃebaka,?,oːsu,sora,tataku,tatsu,tamago,tʃi,komaka,tʃikaka,otoQtsaɴ,tsuki,doro,utʃinokaka,te,de,?,dogjaɴ,toɴgoː,toːka,doko,toʃi,dono,donoçito,tobu,toi,naka,naka,naɴka,?,omeku,tataku,naguQ,nanatsu,na,nawa,?,ni,niku,?,doɴka,nuː,nusumu,nuruQ,ne,nedzumi,nuQ,nuQ,noboQ,nomu,ha,ha,çaː,haku,haku,tʃaːgatsuka,ʃigotosuQ,hana,hana,hane,hane,okajaɴ,hajaʃi,hara,dʒigo,hai,çi,çidariɴboː,çito,çitotsu,?,akuQ,çiru,çiroka,Fuku,Fuku,haruQ,Futatsu,FuQka,kutʃinawa,boːde,tʃigoːto,hokoi,hoʃi,hone,hoː,hoɴnakoto,magaː,mi,migiɴhoː,miʃikaka,midzu,?,mitʃi,miQtsu,mimi,mimidzu,miː,ʃiQkja,musubu,muːtsu,mune,me,?,motsu,jaku,jaːtsu,jumebamiː,joka,joQtsu,joru,dʒuQ,wataʃi,wataʃidomo,warau,waːka
Kyushu,Nagasaki,aoi,akaka,akubi,aʃi,atama,ataraʃika,?,atataka,anata,anoçito,?,abura,ame,aruku,ai,juː,ie,iki-,ikiQ,iʃi,?,itsu,itsutsu,inadzuma,inu,uje,ueru,usuka,utsu,umi,eda,?,o,oːkina,?,otsuru,ʃudʒiɴ,otoko,omoka,omoː,ojogu,oɴna,ka,kau,kadzumu,kaku,kakusu,kaje,kadzojuru,kata,?,kaminari,kamu,kari,kawa,kawaku,kiːro,kiku,joQsowaʃika,?,kiri,kiQ,?,kuː,kusa,nemaru,kutʃi,kubi,kumo,kobu,kuru,kuroka,ke,kemuri,kokonotsu,?,kodomo,koi,korosu,uo,?,sasu,samuka,ʃio,ʃita,bero,ʃinu,?,ʃirami,ʃiru,ʃiroka,suː,suna,suwaQ,ʃenaka,ʃemaka,?,sodatsuru,sora,tataku,tatsu,tamago,tʃi,tʃiːsaka,tʃikaka,toːsaɴ,tsuki,tsuʃi,ɲoːboː,te,de,?,dogeɴ,toː,toːka,doko,toʃi,doɴ,donoçito,tobu,tori,naka,naka,nagaka,?,naku,uQtataku,naguru,nanatsu,namaje,nawa,?,ni,niku,?,nibuka,nuː,nusumu,nuruQ,ne,nedzumi,nemuQ,nuru,noboru,nomu,ha,ha,hai,haku,tosu,hadzukaʃika,hataraku,hana,hana,hane,hane,kaːsaɴ,hajaʃi,hara,harawata,hari,çi,çidari,çito,çitotsu,?,çiraku,çiru,çiroka,Fuku,Fuku,haruQ,Futatsu,Furuka,kutʃinawa,boː,hokano,hokori,hoʃi,hone,hoQ,hoɴtoː,magaru,mi,migi,midʒikaka,midzu,?,mitʃi,miQtsu,mimi,mimidzu,miQ,miɴna,musubu,muQtsu,mune,me,?,motsu,jaku,jaQtsu,jume,joka,joQtsu,joru,rjoːri,wataʃi,wataʃidomo,waroː,waruka
Kyushu,Kumamoto,aoka,aQka,akubi,aʃi,atama,ataraʃika,?,nuQka,aːta,aru,?,abura,ame,ajubu,aru,juː,ije,iki-,ikiru,iʃi,?,itsu,itsutsu,inabikari,iɴ,uje,ujuru,usuka,utsu,umi,jeda,?,ʃiribo,Futoka,?,otʃiru,?,otoko,omuka,omou,ojegu,onago,ka,kau,kadzumu,kaku,kakusu,kaje,kaɴdʒuru,kata,?,kaminari,kamu,rjoː,kawa,çiagaru,kina,kiku,kitanaka,?,kiri,kiru,?,kuː,kusa,nemaru,kutʃi,kubi,kumo,kobu,kuru,kuroka,ke,keburi,kokonotsu,?,kodomu,koru,korosu,juoː,?,sasu,saɴka,ʃio,ʃita,ʃita,ʃinuru,?,ʃirame,ʃiru,ʃiroka,suː,suna,suwaru,gotjaː,ʃemaka,?,sodatsuru,sora,tataku,tatsu,tamago,tʃiː,komaɴka,tʃikaka,toQtsaɴ,tsuki,tsuʃi,?,tʃe,de,?,doː,toɴo,toːka,doko,toʃi,doɴ,donoçito,tobu,tori,naka,naka,naɴka,?,naku,utsu,naguru,nanatsu,na,nawa,?,ni,mi,?,nibuka,nuː,oQtoru,nururu,ne,nedzumi,neburu,nuru,noboru,nomu,ha,ha,çaː,haku,haku,hatsukaʃika,hataraku,hana,hana,hane,hane,kakusaɴ,jama,hara,harawata,hari,çiː,çidari,çito,çitotsu,?,çiraku,çiru,çiroka,Fuku,Fuku,?,Futatsu,Furuka,hebi,boː,hokaɴto,gomi,hoʃi,hone,horu,makotsu,magaru,mi,migi,midʒikaka,midzu,?,mitʃi,miQtsu,mimi,mimidzu,miru,mina,kubiru,muːtsu,mune,me,?,motsu,jaku,jaːtsu,jumebamiru,joka,joQtsu,josari,rjoːri,wataʃi,wataʃidoɴ,warau,waruka
Kyushu,Oita,awiː,akeː,akubi,aʃi,kaʃira,ataraʃiː,?,nukui,aɴta,aitu,?,abura,ame,ajumu,aitu,juː,ije,iki-,ikuru,iʃi,?,itu,itutu,inabikari,iɴ,ue,ujuru,usiː,utu,umi,jeda,?,o,Futiː,?,oturu,ojakata,otoko,omutɛː,omuː,ojogu,onago,ka,kau,kadzamu,kaku,kakusu,kaje,kadzojuru,kata,?,kaminari,kamu,rjoː,kawa,kawaku,kina,kiku,kisaneː,?,kiri,kiru,?,kuː,kusa,kusaru,kutʃi,kubi,kumo,kumo,kuru,kureː,ke,kemuri,kokonotu,?,kodomu,koitu,korosu,buijeɴ,?,sasu,samiː,ʃijo,ʃita,ʃita,ʃinuru,?,ʃirame,ʃiru,ʃiriː,suː,suna,suwaru,ʃenaka,ʃemeː,?,sodaturu,sora,tataku,tatu,tamago,tʃi,koɴmeː,tʃikeː,toQsaɴ,otukisaɴ,tutʃi,kaka,te,dʒi,?,doː,toː,towiː,doko,toʃi,doɴ,doitu,tobu,tori,neː,naka,nageː,?,naku,utu,naguru,nanatu,na,noː,?,?,mi,?,doɴka,nuː,toru,nururu,ne,nedzumi,neru,neru,noboru,nomu,ha,ha,heː,haku,haku,nakaʃiː,hataraku,hana,hana,hane,hane,kakasaɴ,jama,hara,harawata,hari,çi,çidari,çito,çitotu,?,çiraku,çiru,çiriː,Fuku,Fuku,haruru,Futatsu,Furiː,hebi,boː,hokano,subo,hoʃi,hone,horu,hoɴto,magaru,mi,migi,miʃikeː,midzu,?,mitʃi,miQtu,mimi,mimidzu,miru,miɴna,kubiru,muːtu,mune,me,?,motu,jaku,jaːtu,jumjuːmiru,iː,joQtu,joru,rjoːri,waʃi,waʃidoː,waroː,wariː
Kyushu,Miyazaki,awi,ake,akubi,aʃi,biɴta,ɲiɴtona,?,nukuiː,omae,anoʃito,?,abura,ame,ajumu,are,juː,ie,iki-,ikuru,iʃi,?,itsu,itsutsu,inadzuma,iɴ,uje,ujuru,usi,utsu,umi,eda,?,ʃiriQpo,Futi,?,otsuru,utʃi,otoko,oɴte,omuː,oegu,onago,ka,kau,kadzamu,kaku,çiQkakusu,kaje,kadzojuru,kata,?,ereki,kamu,tʃeQpoutʃi,kawa,çiagaru,kiːro,kiku,kisane,?,kiri,kiru,?,kuː,kusa,kekusaruru,kutʃi,kubi,kumo,kobu,kuru,maQkuri,ke,kemuri,kokonotsu,?,kodomu,kore,korosu,ioː,çiQkjabururu,sasu,sami,ʃio,ʃita,bero,keʃinuru,?,ʃirame,ʃiru,maQʃiri,suː,masago,suwaru,ʃenaka,ʃebe,?,sodatsuru,sora,tataku,tatsu,tamago,tʃi,koɴme,tʃike,totojaɴ,gwaQteɴsama,tsuʃi,utʃiɴkakaː,te,dʒe,?,doɴge,to,towi,doko,toʃi,doɴ,doɴʃito,tobu,tori,ne,maɴnaka,nage,?,naku,kurasuru,naguru,nanatsu,na,nawa,?,ni,mi,?,nibiː,nuː,oQtoru,nururu,ɲe,ɲedzumi,ɲemuru,ɲeru,noboru,nomu,ha,ha,fe,haku,haku,nakaʃiː,hataraku,hana,hana,hane,hane,kakajaɴ,jama,hara,harawata,hari,çi,çidari,?,ʃitotsu,?,akuru,çiru,çiri,Fuku,Fuku,mukabaruru,Futatsu,Furi,hebi,boː,hokaɴmoɴ,subo,hoQsama,hone,horu,makotʃi,magaru,mi,migi,miʃike,midzu,?,mitʃi,miQtsu,mimi,mimidzu,miru,miɴna,juː,mutsu,mune,me,?,motsu,jaku,jatsu,jumewomiru,iː,joQtsu,joru,dʒuru,waʃi,waʃitatʃi,warau,wari
Kyushu,Kagoshima,aoka,ake,akuQ,aʃ,dzu,ɲike,?,nuki,omaQsaː,aɴʃi,aɴʃitaQ,abura,ame,ajuɴ,ai,ju,ie,iQ-,igiQ,iʃ,itaN,iQ,itsuQ,inabikai,iɴ,ue,ujuQ,uʃi,uQ,uN,eda,?,ʃiːbo,Fute,?,otsuQ,tonodʒo,otoko,obi,omoː,ojoQ,onago,kaː,koː,kadzuN,kakadʒiQ,kakusŭ,kadze,kaɴdzuQ,kata,kaNtsuQ,kaNnaresaa,kaN,teQpouQ,kaa,çiagaQ,kinairo,kiQ,kiQsanaka,?,kiː,kiQ,?,tamoQ,kusa,nemaQ,kuQ,kuQ,kumo,koQ,kuQ,kure,ke,kemui,kokonoQ,?,kodoɴ,koi,korosŭ,ijo,sakuQ,sasuQ,çijuQ,ʃio,ʃita,ʃita,keʃiN,?,ʃirame,ʃiQ,ʃire,suː,dzuna,suwaQ,senaka,sebe,?,ojasŭ,teN,tataQ,taQ,tamago,tʃiː,kome,tʃike,otoQtsaN,otsuQsama,tsuQ,uQkata,tï,de,?,dogeN,toː,toe,doko,toʃĭ,doN,doNʃi,toQ,toi,ne,naka,nage,?,naQ,uQ,naguQ,nanaQ,namae,nawa,?,ke,niQ,?,nibi,nuː,oQtoQ,nuruQ,ne,nedzuN,nemuQ,neQ,nonoQ,noN,ha,ha,heː,haQ,aguQ,haQkaʃika,hataraQ,hana,hana,hanege,hane,kaka,jama,hara,dzodzowata,hai,çi,çidai,çito,çitoQ,?,akuQ,çiː,çire,FuQ,FuQ,haruQ,FutaQ,Furi,heQ,boː,hoka,hokoi,hoʃĭ,hone,hoQ,makoQ,magaQ,mi,miQ,miçike,miQ,?,miQ,miQtsu,miN,mimidzŭ,miQ,miNna,kibiQ,muQ,mune,me,?,moQ,jaQ,jaQtsu,?,joka,joQtsu,joi,dʒui,atai,ataitaQ,waru,wari
Northern Ryukyu,Naze,oːʃaɴ,haːʃaɴ,akubi,hagi,tsʔïːburu,miːʃaɴ,?,nukuʃaɴ,naɴ,ʔaɴtʃʔu,?,abura,ʔamï,ʔaQkjuɴ,arï,ʔjuɴ,ja,iki,ʔikirjuɴ,isï,?,itsï,itsïtsï,çikjara,iɴ,ʔuï,ʔwïrjuɴ,çiʃiːʃaɴ,ʔutʃuɴ,ʔumi,juda,?,dʒuːbu,daibaɴ,?,ʔutïrjuɴ,utu,iɴga,ʔuɴbuʃaɴ,omojuri,ʔugjuɴ,unagu,gadʒaɴ,kojuɴ,kadzaʃuɴ,kakjuɴ,kaɴgoːjuɴ,kadʒë,jumjuɴ,kata,?,kaɴnari,kamjuɴ,kari,koː,korakjuɴ,k?i?iro,kikjuɴ,janakSïʃaɴ,?,k?iri,kirjuɴ,?,kamjuɴ,kusa,kusarërjuɴ,kutʃi,k?ubi,k?umu,maɴ,kjuɴ,k?uruʃaɴ,kSï,kSïbuʃi,kunutsï,?,warabzï,kurï,kuQtʃuɴ,ʔju,?,saʃuɴ,çiguruʃaɴ,maʃu,ʃa,sïba,sïɲuɴ,?,sïraɴ,sïQtʃuri,sïruʃaɴ,sïːjuɴ,sïna,irjuɴ,kusï,?ibaʃaɴ,?,hodeʃuɴ,tïɴ,?utʃuɴ,tatʃuɴ,k?uga,tsï,tsïbimuɴ,tsïkjaʃaɴ,dʒuː,tsïki,niʃa,tudzï,tiː,naɴtï,?,kjaʃi,tuː,tuːʃaɴ,daː,tuʃi,dïɴ,duɴts?u,udeïQkjuɴ,turi,nëɴ,naː,nagasaɴ,?,nakjuɴ,ʃigurjuɴ,nagjuɴ,nanatsï,naː,naː,?,tʃi,mïː,?,tsïQpo,nojuɴ,nusumjuɴ,nërjuɴ,nïguri,nïːdʒïɴ,nïburjuɴ,nïburjuɴ,noːrjuɴ,numjuɴ,haː,ha,hë,hakjuɴ,hakjuɴ,hatsïkaʃaɴ,hatarakjuɴ,hana,hana,hanë,hanë,?aɴma,jama,wata,nakami,hari,m?atsï,çidʒari,tʃ?u,t?ïːtsï,?,hakjuɴ,çiɴma,çiruʃaɴ,Fukjuɴ,jaFukjuri,harërjuɴ,t?aːtsï,Furuʃaɴ,habu,boː,Fukanu,hoːmë,Fusï,Funï,Furjuɴ,Fuɴnumuɴ,magarjuɴ,kSïɴnari,nigiri,?iQkjaʃaɴ,mïdzï,?,mïtsï,miːtsï,miɴ,mëːdʒa,njuɴ,goQto,makjuɴ,moːtsï,monë,mï,?,mutʃuɴ,jakjuɴ,jaːtsï,?imïnirjuɴ,iQtʃaɴ,juːtsï,juru,dʒuri,waɴ,wakja,warajuri,waruʃaɴ
Northern Ryukyu,Okinawa,oːʃeɴ,akaʃeɴ,akuːbi,çisa,tʃibuːru,miːʃeɴ,?,nukuʃeɴ,naɴ,ʔaɴtʃuː,?,ʔaɴra,ʔamiː,ʔaQkuɴ,ari,ʔjuɴ,jaː,ʔiki-,ʔikiɴ,iʃi,?,itʃi,itʃitʃiː,Furiː,iɴgwaː,ʔui,ʔuijuɴ,ʔusuʃeɴ,ʔuQtuɴ,ʔumi,jura,?,dʒuː,maːgiʃeɴ,?,ʔutïːɴ,utu,ikiːga,ʔuɴbuʃeɴ,ʔumuiɴ,ʔuiguɴ,inaːgu,gadʒaɴ,hoːjuɴ,hadʒasuɴ,hakuɴ,hakusuɴ,hadʒi,jumuɴ,hataː,kuːjuɴ,kaɴnai,hamuɴ,?,haː,haːrakuɴ,kiːru,kikuɴ,hogoʃeɴ,?,kiri,kiːɴ,?,keːɴ,kusaː,kusariɴ,kutʃi,kubi,kumuː,Fabugaʃi,?,kuruʃeɴ,kiː,kibui,kukunutʃiː,?,waraːbi,Furi,kurusuɴ,ʔjuː,?,sasuɴ,çiːʃeɴ,masu,çitʃa,ʃitʃaː,maːsuɴ,?,ʃiraɴ,wakaiɴ,ʃiruʃeɴ,supujuɴ,ʃina,iɴ,nagaːni,?ibaʃeɴ,?,suratiːɴ,tiɴ,tatakuɴ,taQtuɴ,Fuga,tʃiː,Fuːʃeɴ,ʃikjaʃeɴ,dʒiQtʃaː,tiQtʃoː,ɴtʃaː,tudʒi,tiː,neːti,?,tatʃi,tuː,tuːʃeɴ,raː,tuʃiː,nuːnu,tantʃuː,tuQtuɴnuguɴ,tui,neːɴ,naha,nagaʃeɴ,?,nakuɴ,kuruɴ,nagiːɴ,nanatʃiː,naː,naː,?,neː,ʃiʃiː,?,ruɴnaʃeɴ,noːjuɴ,nusumuɴ,ɴriːɴ,niː,?eɴtʃu,niɴbuɴ,niɴbuɴ,nubuiɴ,numuɴ,faː,Faː,heː,?,Fakuɴ,Fadʒikaʃeɴ,Fatarakuɴ,Fanaː,Fana,Fanigeː,Fani,?aɴmaː,jamaː,wataː,watamuɴ,Fai,piː,piːgeː,tʃuː,tiːtʃi,?,?akjuɴ,piru,çiruʃeɴ,Fukuɴ,Fukuɴ,FuQkiɴ,taːtʃi,Furuʃeɴ,Fabu,boː,Fukaːnu,FuQkui,Fuʃiː,Funi,Fuiɴ,Funtoː,magaiɴ,nai,ɴgiːri,?iɴkjaʃeɴ,midʒi,?,mitʃi,miːtʃi,mimiː,mimidʒi,miːɴ,muru,kuɴbuɴ,muːtʃi,niːFara,miː,?,muQtuɴ,jakuɴ,jaːtʃi,?imiːmiɴ,dʒoːtoː,juːtʃi,juruː,waɴraiɴ,waɴ,waQtaː,warajuɴ,waQʃeɴ
